,Satellite ID(Fake),Current Official Name of Satellite,Country/Org of UN Registry,Country of Operator/Owner,Users,Class of Orbit,Type of Orbit,Longitude of GEO (degrees),Perigee (km),Apogee (km),Eccentricity,Inclination (degrees),Period (minutes),Launch Mass (kg.),Date of Launch,Expected Lifetime (yrs.),Contractor,Country of Contractor,Launch Site,Launch Vehicle,COSPAR Number,NORAD Number
345,346,Starlink-1370,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,379.0,381.0,0.00014814814814814815,53.0,95.6,227.0,2020-06-03,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-035AT,45698.0
346,347,Starlink-1371,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,551.0,0.00014450867052023122,53.1,95.6,227.0,2020-04-22,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-025M,45542.0
347,348,Starlink-1372,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,551.0,0.00014450867052023122,53.1,95.6,227.0,2020-04-22,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-025N,45543.0
348,349,Starlink-1373,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,551.0,0.00014450867052023122,53.1,95.6,227.0,2020-04-22,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-025P,45544.0
349,350,Starlink-1374,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,551.0,0.00014450867052023122,53.1,95.6,227.0,2020-04-22,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-025Q,45545.0
350,351,Starlink-1375,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,551.0,0.00014450867052023122,53.1,95.6,227.0,2020-04-22,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-025R,45546.0
351,352,Starlink-1376,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,548.0,551.0,0.00021677866897897247,53.1,95.6,227.0,2020-04-22,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-025AR,45570.0
352,353,Starlink-1377,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,551.0,0.00014450867052023122,53.1,95.6,227.0,2020-04-22,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-025S,45547.0
353,354,Starlink-1378,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,551.0,0.00014450867052023122,53.1,95.6,227.0,2020-04-22,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-025T,45548.0
354,355,Starlink-1379,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,551.0,0.00014450867052023122,53.1,95.6,227.0,2020-04-22,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-025U,45549.0
355,356,Starlink-1390,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,551.0,0.00014450867052023122,53.1,95.6,227.0,2020-04-22,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-025V,45550.0
356,357,Starlink-1391 ,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,379.0,381.0,0.00014814814814814815,53.0,96.5,227.0,2020-06-13,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-038W,45750.0
357,358,Starlink-1392,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,551.0,0.00014450867052023122,53.0,95.6,227.0,2020-06-03,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-035W,45677.0
358,359,Starlink-1393,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,551.0,0.00014450867052023122,53.0,95.6,227.0,2020-06-03,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-035X,45678.0
359,360,Starlink-1394 ,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,551.0,0.00014450867052023122,53.0,95.6,227.0,2020-06-03,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-035Y,45679.0
360,361,Starlink-1395,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,548.0,551.0,0.00021677866897897247,53.0,95.6,227.0,2020-06-03,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-035Z,45680.0
361,362,Starlink-1396,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,551.0,0.00014450867052023122,53.0,95.6,227.0,2020-06-03,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-035AA,45681.0
362,363,Starlink-1397,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,548.0,551.0,0.00021677866897897247,53.0,95.6,227.0,2020-06-03,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-035AB,45682.0
363,364,Starlink-1398,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,379.0,381.0,0.00014814814814814815,53.0,95.6,227.0,2020-06-03,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-035AU,45699.0
364,365,Starlink-1399 ,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,548.0,551.0,0.00021677866897897247,53.0,95.6,227.0,2020-06-03,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-035AC,45683.0
365,366,Starlink-1400,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,379.0,381.0,0.00014814814814814815,53.0,95.6,227.0,2020-06-03,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-035AV,45700.0
366,367,Starlink-1401,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,551.0,0.00014450867052023122,53.0,95.6,227.0,2020-06-03,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-035AD,45684.0
367,368,Starlink-1402,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,551.0,0.00014450867052023122,53.0,95.6,227.0,2020-06-03,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-035AE,45685.0
368,369,Starlink-1403,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,379.0,381.0,0.00014814814814814815,53.0,95.6,227.0,2020-06-03,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-035AW,45701.0
369,370,Starlink-1404,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,551.0,0.00014450867052023122,53.0,95.6,227.0,2020-06-03,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-035AF,45686.0
370,371,Starlink-1405,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,436.0,437.0,7.345919341805627e-05,53.0,95.6,227.0,2020-06-03,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-035AX,45702.0
371,372,Starlink-1406,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,441.0,443.0,0.0001467997651203758,53.0,95.6,227.0,2020-06-03,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-035AG,45687.0
372,373,Starlink-1407,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,379.0,381.0,0.00014814814814814815,53.0,95.6,227.0,2020-06-03,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-035AY,45703.0
373,374,Starlink-1408,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,551.0,0.00014450867052023122,53.0,95.6,227.0,2020-06-03,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-035AH,45688.0
374,375,Starlink-1409,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,548.0,551.0,0.00021677866897897247,53.0,95.6,227.0,2020-06-03,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-035AZ,45704.0
375,376,Starlink-1410,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,551.0,0.00014450867052023122,53.0,95.6,227.0,2020-06-03,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-035BA,45705.0
376,377,Starlink-1411,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,376.0,383.0,0.0005185569301429736,53.0,95.6,227.0,2020-06-03,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-035BB,45706.0
377,378,Starlink-1412,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,377.0,382.0,0.0003703978072449811,53.0,95.6,227.0,2020-06-03,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-035BC,45707.0
378,379,Starlink-1413,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,551.0,0.00014450867052023122,53.0,95.6,227.0,2020-06-03,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-035AJ,45689.0
379,380,Starlink-1414 ,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,551.0,0.00014450867052023122,53.0,95.6,227.0,2020-06-03,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-035AK,45690.0
380,381,Starlink-1415,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,551.0,0.00014450867052023122,53.0,95.6,227.0,2020-06-03,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-035AL,45691.0
381,382,Starlink-1416,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,551.0,0.00014450867052023122,53.0,95.6,227.0,2020-06-03,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-035AM,45692.0
382,383,Starlink-1417,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,551.0,0.00014450867052023122,53.0,95.6,227.0,2020-06-03,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-035AN,45693.0
383,384,Starlink-1418,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,379.0,381.0,0.00014814814814814815,53.0,95.6,227.0,2020-06-03,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-035BD,45708.0
384,385,Starlink-1419,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,551.0,0.00014450867052023122,53.0,95.6,227.0,2020-06-03,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-035AP,45694.0
385,386,Starlink-1420,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,551.0,0.00014450867052023122,53.0,95.6,227.0,2020-06-03,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-035AQ,45695.0
386,387,Starlink-1421 ,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,379.0,381.0,0.00014814814814814815,53.0,95.6,227.0,2020-06-03,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-035BE,45709.0
387,388,Starlink-1422 ,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,551.0,0.00014450867052023122,53.0,95.6,227.0,2020-06-03,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-035AR,45696.0
388,389,Starlink-1423 ,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,379.0,381.0,0.00014814814814814815,53.0,95.6,227.0,2020-06-03,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-035BF,45710.0
389,390,Starlink-1433 ,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,379.0,381.0,0.00014814814814814815,53.0,95.6,227.0,2020-06-03,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-035BG,45711.0
390,391,Starlink-1434 ,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,374.0,385.0,0.0008148751759389585,53.0,95.6,227.0,2020-06-03,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-035BH,45712.0
391,392,Starlink-1436 (VisorSat),USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,551.0,0.00014450867052023122,53.0,95.6,227.0,2020-06-03,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-035BJ,45713.0
392,393,Starlink-1437,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,379.0,381.0,0.00014814814814814815,53.0,95.6,227.0,2020-06-03,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-035BK,45714.0
393,394,Starlink-1438,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,349.0,351.0,0.00014880952380952382,53.0,95.6,227.0,2020-06-03,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-035BL,45715.0
394,395,Starlink-1439 ,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,374.0,385.0,0.0008148751759389585,53.0,95.6,227.0,2020-06-03,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-035BM,45716.0
395,396,Starlink-1441,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,548.0,551.0,0.00021677866897897247,53.0,95.6,227.0,2020-06-03,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-035B,45658.0
396,397,Starlink-1442 ,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,548.0,551.0,0.00021677866897897247,53.0,95.6,227.0,2020-06-03,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-035C,45659.0
397,398,Starlink-1443,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,548.0,551.0,0.00021677866897897247,53.0,95.6,227.0,2020-06-03,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-035D,45660.0
398,399,Starlink-1444 ,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,551.0,0.00014450867052023122,53.0,95.6,227.0,2020-06-03,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-035E,45661.0
399,400,Starlink-1445,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,551.0,0.00014450867052023122,53.0,95.6,227.0,2020-06-03,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-035F,45662.0
400,401,Starlink-1446,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,551.0,0.00014450867052023122,53.0,95.6,227.0,2020-06-03,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-035G,45663.0
401,402,Starlink-1447 ,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,387.0,391.0,0.00029590176061547566,53.0,95.6,227.0,2020-06-03,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-035H,45664.0
402,403,Starlink-1448,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,551.0,0.00014450867052023122,53.0,95.6,227.0,2020-06-03,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-035J,45665.0
403,404,Starlink-1449,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,548.0,551.0,0.00021677866897897247,53.0,95.6,227.0,2020-06-03,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-035K,45666.0
404,405,Starlink-1450,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,548.0,551.0,0.00021677866897897247,53.0,95.6,227.0,2020-06-03,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-035L,45667.0
405,406,Starlink-1451 ,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,548.0,551.0,0.00021677866897897247,53.0,95.6,227.0,2020-06-03,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-035M,45668.0
406,407,Starlink-1452 ,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,551.0,0.00014450867052023122,53.0,95.6,227.0,2020-06-03,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-035N,45669.0
407,408,Starlink-1453 ,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,379.0,380.0,7.407956144899622e-05,53.0,95.6,227.0,2020-06-03,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-035P,45670.0
408,409,Starlink-1454 ,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,551.0,0.00014450867052023122,53.0,95.6,227.0,2020-06-03,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-035Q,45671.0
409,410,Starlink-1455,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,379.0,381.0,0.00014814814814814815,53.0,95.6,227.0,2020-06-03,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-035R,45672.0
410,411,Starlink-1456 ,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,544.0,555.0,0.0007948551195895657,53.0,95.6,227.0,2020-06-03,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-035S,45673.0
411,412,Starlink-1457,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,548.0,551.0,0.00021677866897897247,53.0,95.6,227.0,2020-06-03,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-035T,45674.0
412,413,Starlink-1458 ,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,551.0,0.00014450867052023122,53.0,95.6,227.0,2020-06-03,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-035U,45675.0
413,414,Starlink-1459 ,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,551.0,0.00014450867052023122,53.0,96.5,227.0,2020-06-13,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-038AR,45769.0
414,415,Starlink-1460 ,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,548.0,551.0,0.00021677866897897247,53.0,95.6,227.0,2020-06-03,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-035V,45676.0
415,416,Starlink-1461,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,551.0,0.00014450867052023122,53.0,96.5,227.0,2020-06-13,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-038A,45730.0
416,417,Starlink-1462 ,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,378.0,381.0,0.00022223868434698867,53.0,96.5,227.0,2020-06-13,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-038AS,45770.0
417,418,Starlink-1463 ,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,378.0,381.0,0.00022223868434698867,53.0,96.5,227.0,2020-06-13,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-038AT,45771.0
418,419,Starlink-1464 ,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,379.0,381.0,0.00014814814814814815,53.0,96.5,227.0,2020-06-13,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-038X,45751.0
419,420,Starlink-1465 ,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,551.0,0.00014450867052023122,53.0,96.5,227.0,2020-06-13,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-038B,45731.0
420,421,Starlink-1466 ,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,551.0,0.00014450867052023122,53.0,96.5,227.0,2020-06-13,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-038C,45732.0
421,422,Starlink-1467,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,564.0,566.0,0.00014419610670511897,53.0,96.5,227.0,2020-06-13,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-038D,45733.0
422,423,Starlink-1468,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,550.0,7.225955632632416e-05,53.0,96.5,227.0,2020-06-13,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-038E,45734.0
423,424,Starlink-1469,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,355.0,359.0,0.0002973093503790694,53.0,96.5,227.0,2020-06-13,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-038Y,45752.0
424,425,Starlink-1470,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,378.0,381.0,0.00022223868434698867,53.0,96.5,227.0,2020-06-13,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-038AU,45772.0
425,426,Starlink-1471,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,551.0,0.00014450867052023122,53.0,96.5,227.0,2020-06-13,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-038F,45735.0
426,427,Starlink-1472 ,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,551.0,0.00014450867052023122,53.0,96.5,227.0,2020-06-13,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-038G,45736.0
427,428,Starlink-1473,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,349.0,351.0,0.00014880952380952382,53.0,96.5,227.0,2020-06-13,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-038H,45737.0
428,429,Starlink-1474 ,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,551.0,0.00014450867052023122,53.0,96.5,227.0,2020-06-13,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-038J,45738.0
429,430,Starlink-1475,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,378.0,381.0,0.00022223868434698867,53.0,96.5,227.0,2020-06-13,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-038K,45739.0
430,431,Starlink-1476,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,378.0,381.0,0.00022223868434698867,53.0,96.5,227.0,2020-06-13,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-038Z,45753.0
431,432,Starlink-1477,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,378.0,381.0,0.00022223868434698867,53.0,96.5,227.0,2020-06-13,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-038AA,45754.0
432,433,Starlink-1478 ,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,382.0,384.0,0.00014808233377758035,53.0,96.5,227.0,2020-06-13,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-038AB,45755.0
433,434,Starlink-1479 ,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,550.0,7.225955632632416e-05,53.0,96.5,227.0,2020-06-13,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-038L,45740.0
434,435,Starlink-1480,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,551.0,0.00014450867052023122,53.0,96.5,227.0,2020-06-13,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-038M,45741.0
435,436,Starlink-1481,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,551.0,0.00014450867052023122,53.0,96.5,227.0,2020-06-13,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-038N,45742.0
436,437,Starlink-1482 ,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,378.0,381.0,0.00022223868434698867,53.0,96.5,227.0,2020-06-13,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-038AV,45773.0
437,438,Starlink-1483 ,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,551.0,0.00014450867052023122,53.0,96.5,227.0,2020-06-13,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-038P,45743.0
438,439,Starlink-1484,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,379.0,382.0,0.00022220576253610843,53.0,96.5,227.0,2020-06-13,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-038AC,45756.0
439,440,Starlink-1485 ,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,378.0,381.0,0.00022223868434698867,53.0,96.5,227.0,2020-06-13,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-038AW,45774.0
440,441,Starlink-1486,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,383.0,386.0,0.00022207417277370642,53.0,96.5,227.0,2020-06-13,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-038AD,45757.0
441,442,Starlink-1487 ,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,383.0,385.0,0.00014806040864672785,53.0,96.5,227.0,2020-06-13,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-038AE,45758.0
442,443,Starlink-1488 ,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,379.0,381.0,0.00014814814814814815,53.0,96.5,227.0,2020-06-13,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-038AX,45775.0
443,444,Starlink-1489 ,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,378.0,381.0,0.00022223868434698867,53.0,96.5,227.0,2020-06-13,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-038AY,45776.0
444,445,Starlink-1490 ,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,378.0,381.0,0.00022223868434698867,53.0,96.5,227.0,2020-06-13,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-038AZ,45777.0
445,446,Starlink-1491,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,378.0,381.0,0.00022223868434698867,53.0,96.5,227.0,2020-06-13,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-038BA,45778.0
446,447,Starlink-1492 ,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,378.0,381.0,0.00022223868434698867,53.0,96.5,227.0,2020-06-13,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-038BB,45779.0
447,448,Starlink-1493 ,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,383.0,391.0,0.0005919786887672044,53.0,96.5,227.0,2020-06-13,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-038AF,45759.0
448,449,Starlink-1494,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,378.0,381.0,0.00022223868434698867,53.0,96.5,227.0,2020-06-13,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-038AG,45760.0
449,450,Starlink-1495 ,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,378.0,381.0,0.00022223868434698867,53.0,96.5,227.0,2020-06-13,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-038AH,45761.0
450,451,Starlink-1496,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,378.0,381.0,0.00022223868434698867,53.0,96.5,227.0,2020-06-13,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-038BC,45780.0
451,452,Starlink-1497 ,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,379.0,381.0,0.00014814814814814815,53.0,96.5,227.0,2020-06-13,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-038BD,45781.0
452,453,Starlink-1498,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,378.0,381.0,0.00022223868434698867,53.0,96.5,227.0,2020-06-13,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-038BE,45782.0
453,454,Starlink-1499,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,378.0,381.0,0.00022223868434698867,53.0,96.5,227.0,2020-06-13,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-038AJ,45762.0
454,455,Starlink-1500,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,550.0,7.225955632632416e-05,53.0,96.5,227.0,2020-06-13,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-038Q,45744.0
455,456,Starlink-1501,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,378.0,381.0,0.00022223868434698867,53.0,96.5,227.0,2020-06-13,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-038AK,45763.0
456,457,Starlink-1502,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,379.0,381.0,0.00014814814814814815,53.0,96.5,227.0,2020-06-13,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-038AL,45764.0
457,458,Starlink-1503 ,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,551.0,0.00014450867052023122,53.0,96.5,227.0,2020-06-13,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-038R,45745.0
458,459,Starlink-1504,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,551.0,0.00014450867052023122,53.0,96.5,227.0,2020-06-13,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-038S,45746.0
459,460,Starlink-1505 ,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,378.0,381.0,0.00022223868434698867,53.0,96.5,227.0,2020-06-13,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-038BF,45783.0
460,461,Starlink-1506 ,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,551.0,0.00014450867052023122,53.0,96.5,227.0,2020-06-13,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-038T,45747.0
461,462,Starlink-1507 ,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,550.0,7.225955632632416e-05,53.0,96.5,227.0,2020-06-13,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-038U,45748.0
